,goodreads_book_id,tag_id,count,tag_name,tag_count
3456,30260,"[18886, 26785, 11370, 22973, 29011, 26897, 1540, 25147, 26771, 23037, 21815, 22944, 6750]","[132, 52, 26, 660, 167, 27, 14, 19, 23, 18, 17, 25, 16]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'scifi-fantasy', 'action', 'read-in-2011', 'sci-fi', 'part-of-a-series', 'nook', 'paperback', 'chick-lit']",13
3457,24094,"[32989, 18886, 26785, 2104, 11370, 22973, 29452, 29011, 33012, 26897, 25153, 1540, 25147]","[609, 251, 86, 34, 50, 22, 105, 16, 70, 31, 15, 14, 17]","['ya', 'magic', 'sci-fi-fantasy', 'all-time-favorites', 'fantasy-sci-fi', 'paranormal', 'teen', 'supernatural', 'ya-fiction', 'scifi-fantasy', 'read-in-2017', 'action', 'read-in-2011']",13
3458,7164343,"[1540, 15048, 30358, 6122, 11503, 25146, 12948, 31557, 24996, 8517, 29076, 20994, 20989]","[20, 4, 131, 6, 5, 7, 4, 6, 3, 25, 52, 25, 8]","['action', 'humor', 'thriller', 'calibre', 'favorite-authors', 'read-in-2010', 'general-fiction', 'unread', 'read-2014', 'crime', 'suspense', 'mystery-thriller', 'mystery-suspense']",13
3459,5098079,"[1128, 22973, 29011, 1540, 25147, 23037, 21815, 25146, 22944, 24995, 29076, 24993, 1078]","[60, 1547, 178, 42, 61, 52, 37, 66, 41, 23, 32, 42, 44]","['5-stars', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'part-of-a-series', 'nook', 'read-in-2010', 'paperback', 'read-2013', 'suspense', 'read-2012', '4-stars']",13
3460,337623,"[5444, 1540, 30358, 14764, 6122, 22944, 12948, 14487, 31557, 8517, 29076, 20994, 20989]","[2, 19, 78, 3, 6, 3, 2, 4, 5, 8, 15, 3, 2]","['bookshelf', 'action', 'thriller', 'home-library', 'calibre', 'paperback', 'general-fiction', 'historical-fiction', 'unread', 'crime', 'suspense', 'mystery-thriller', 'mystery-suspense']",13
3461,330744,"[32989, 18886, 22973, 29452, 29011, 1540, 18640, 15048, 26837, 14552, 14467, 14487, 1078]","[20, 19, 18, 11, 23, 23, 7, 9, 4, 4, 21, 28, 6]","['ya', 'magic', 'paranormal', 'teen', 'supernatural', 'action', 'love', 'humor', 'science-fiction', 'history', 'historical', 'historical-fiction', '4-stars']",13
3462,10970532,"[2104, 1128, 24997, 18640, 25506, 23037, 9638, 11503, 17217, 25822, 24993, 6750, 1078]","[23, 27, 16, 12, 14, 31, 105, 13, 17, 22, 22, 20, 18]","['all-time-favorites', '5-stars', 'read-2015', 'love', 'recommended', 'part-of-a-series', 'dnf', 'favorite-authors', 'kindle-books', 'reviewed', 'read-2012', 'chick-lit', '4-stars']",13
3463,4006,"[11978, 5180, 8067, 923, 31505, 6122, 21773, 21689, 9484, 22733, 22944, 12948, 18326]","[3, 3, 5, 3, 5, 5, 4, 11, 4, 3, 6, 10, 4]","['finished', 'books-i-have', 'contemporary-fiction', '20th-century', 'unfinished', 'calibre', 'nonfiction', 'non-fiction', 'didn-t-finish', 'own-to-read', 'paperback', 'general-fiction', 'literary-fiction']",13
3464,35231,"[18886, 26785, 2104, 1128, 11370, 26897, 11978, 26771, 26837, 14764, 6122, 22944, 24993]","[88, 247, 15, 13, 153, 82, 20, 28, 36, 17, 19, 17, 13]","['magic', 'sci-fi-fantasy', 'all-time-favorites', '5-stars', 'fantasy-sci-fi', 'scifi-fantasy', 'finished', 'sci-fi', 'science-fiction', 'home-library', 'calibre', 'paperback', 'read-2012']",13
3465,359463,"[5444, 8067, 30358, 21815, 17217, 22944, 32099, 12948, 8517, 29076, 20994, 20989, 6750]","[3, 10, 27, 18, 8, 5, 4, 4, 6, 94, 14, 27, 6]","['bookshelf', 'contemporary-fiction', 'thriller', 'nook', 'kindle-books', 'paperback', 'want-to-read', 'general-fiction', 'crime', 'suspense', 'mystery-thriller', 'mystery-suspense', 'chick-lit']",13
3466,17876,"[7457, 11505, 5444, 7404, 25506, 31505, 30672, 21689, 26735, 12948, 14487, 18326, 24996]","[1177, 13, 9, 184, 12, 25, 16, 16, 32, 13, 16, 48, 9]","['classics', 'favorite-books', 'bookshelf', 'classic', 'recommended', 'unfinished', 'to-read-fiction', 'non-fiction', 'school', 'general-fiction', 'historical-fiction', 'literary-fiction', 'read-2014']",13
3467,31313,"[18886, 26785, 11370, 22973, 29011, 5180, 23037, 14467, 22733, 22944, 29076, 18051, 6750]","[71, 11, 15, 291, 50, 11, 11, 9, 9, 29, 19, 7, 29]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'books-i-have', 'part-of-a-series', 'historical', 'own-to-read', 'paperback', 'suspense', 'library-book', 'chick-lit']",13
3468,10909804,"[25147, 15048, 14764, 31505, 14552, 21773, 21689, 14467, 9484, 24995, 18054, 24993, 18051]","[8, 9, 5, 11, 130, 329, 719, 9, 6, 4, 7, 7, 5]","['read-in-2011', 'humor', 'home-library', 'unfinished', 'history', 'nonfiction', 'non-fiction', 'historical', 'didn-t-finish', 'read-2013', 'library-books', 'read-2012', 'library-book']",13
3469,34897,"[18886, 26785, 2104, 1128, 11370, 26897, 5444, 11978, 26771, 26837, 14764, 6122, 22944]","[131, 319, 18, 20, 193, 103, 16, 23, 39, 52, 17, 25, 24]","['magic', 'sci-fi-fantasy', 'all-time-favorites', '5-stars', 'fantasy-sci-fi', 'scifi-fantasy', 'bookshelf', 'finished', 'sci-fi', 'science-fiction', 'home-library', 'calibre', 'paperback']",13
3470,34527,"[18886, 26785, 11370, 26897, 5444, 26771, 15048, 26837, 12680, 14764, 6122, 31557, 8517]","[30, 122, 52, 55, 12, 35, 628, 43, 94, 12, 30, 13, 30]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'bookshelf', 'sci-fi', 'humor', 'science-fiction', 'funny', 'home-library', 'calibre', 'unread', 'crime']",13
3471,34517,"[18886, 26785, 11370, 26897, 5444, 26771, 15048, 26837, 12680, 14764, 923, 6122, 17217]","[74, 161, 75, 60, 16, 58, 721, 57, 128, 15, 19, 26, 16]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'bookshelf', 'sci-fi', 'humor', 'science-fiction', 'funny', 'home-library', '20th-century', 'calibre', 'kindle-books']",13
3472,13497991,"[26785, 11370, 26897, 26771, 26837, 14764, 31505, 30672, 21815, 6122, 29316, 24995, 24996]","[26, 4, 11, 417, 597, 3, 3, 3, 4, 8, 3, 6, 6]","['sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'science-fiction', 'home-library', 'unfinished', 'to-read-fiction', 'nook', 'calibre', 'tbr', 'read-2013', 'read-2014']",13
3473,8765461,"[2104, 25147, 25506, 14764, 31505, 21773, 21689, 17217, 25146, 29316, 11221, 18054, 24993]","[2, 4, 2, 3, 2, 46, 104, 3, 3, 3, 5, 2, 2]","['all-time-favorites', 'read-in-2011', 'recommended', 'home-library', 'unfinished', 'nonfiction', 'non-fiction', 'kindle-books', 'read-in-2010', 'tbr', 'family', 'library-books', 'read-2012']",13
3474,9442157,"[2104, 1128, 25147, 18640, 23037, 9638, 21815, 17217, 24995, 24996, 24993, 6750, 1078]","[16, 20, 25, 16, 33, 24, 19, 19, 21, 18, 29, 19, 24]","['all-time-favorites', '5-stars', 'read-in-2011', 'love', 'part-of-a-series', 'dnf', 'nook', 'kindle-books', 'read-2013', 'read-2014', 'read-2012', 'chick-lit', '4-stars']",13
3475,34508,"[18886, 26785, 11370, 26897, 26771, 15048, 26837, 12680, 923, 11503, 25146, 31557, 24993]","[10, 44, 21, 13, 17, 152, 14, 26, 4, 3, 3, 3, 3]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'humor', 'science-fiction', 'funny', '20th-century', 'favorite-authors', 'read-in-2010', 'unread', 'read-2012']",13
3476,7497897,"[2104, 11505, 25153, 25147, 11978, 25506, 14764, 31505, 21773, 21689, 9484, 17217, 24993]","[5, 5, 6, 11, 7, 6, 9, 6, 100, 236, 6, 6, 5]","['all-time-favorites', 'favorite-books', 'read-in-2017', 'read-in-2011', 'finished', 'recommended', 'home-library', 'unfinished', 'nonfiction', 'non-fiction', 'didn-t-finish', 'kindle-books', 'read-2012']",13
3477,312050,"[32989, 18886, 26785, 22973, 29452, 29011, 26897, 26771, 5180, 26837, 14764, 18054, 1078]","[36, 32, 8, 6, 7, 5, 6, 9, 5, 7, 4, 5, 4]","['ya', 'magic', 'sci-fi-fantasy', 'paranormal', 'teen', 'supernatural', 'scifi-fantasy', 'sci-fi', 'books-i-have', 'science-fiction', 'home-library', 'library-books', '4-stars']",13
3478,10256723,"[25147, 11978, 24999, 31505, 14552, 21773, 21689, 2277, 24995, 25822, 8517, 18054, 24993]","[8, 5, 4, 9, 39, 154, 461, 5, 5, 6, 46, 5, 6]","['read-in-2011', 'finished', 'read-2016', 'unfinished', 'history', 'nonfiction', 'non-fiction', 'american', 'read-2013', 'reviewed', 'crime', 'library-books', 'read-2012']",13
3479,351023,"[32989, 18886, 7457, 22973, 29011, 25153, 7404, 24999, 24997, 15048, 923, 22944, 26735]","[12, 53, 17, 11, 7, 5, 4, 4, 5, 6, 5, 4, 8]","['ya', 'magic', 'classics', 'paranormal', 'supernatural', 'read-in-2017', 'classic', 'read-2016', 'read-2015', 'humor', '20th-century', 'paperback', 'school']",13
3480,47989,"[18886, 26785, 2104, 1128, 11370, 26897, 26771, 15048, 26837, 12680, 6122, 31557, 8517]","[35, 159, 17, 20, 71, 75, 58, 61, 79, 123, 27, 18, 31]","['magic', 'sci-fi-fantasy', 'all-time-favorites', '5-stars', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'humor', 'science-fiction', 'funny', 'calibre', 'unread', 'crime']",13
3481,170641,"[5444, 25147, 30358, 14764, 22733, 22944, 31557, 11221, 8517, 29076, 20994, 18054, 18051]","[2, 3, 3, 4, 2, 2, 3, 2, 3, 10, 2, 3, 3]","['bookshelf', 'read-in-2011', 'thriller', 'home-library', 'own-to-read', 'paperback', 'unread', 'family', 'crime', 'suspense', 'mystery-thriller', 'library-books', 'library-book']",13
3482,363851,"[32989, 2104, 1128, 11505, 29452, 15048, 8067, 12680, 9638, 25438, 26735, 11221, 1078]","[56, 5, 8, 16, 19, 8, 8, 6, 6, 164, 12, 22, 9]","['ya', 'all-time-favorites', '5-stars', 'favorite-books', 'teen', 'humor', 'contemporary-fiction', 'funny', 'dnf', 'realistic-fiction', 'school', 'family', '4-stars']",13
3483,93768,"[32989, 18886, 26785, 2104, 11370, 29452, 26897, 26771, 26837, 14764, 2277, 22944, 31557]","[7, 18, 72, 5, 36, 7, 23, 14, 7, 5, 7, 16, 7]","['ya', 'magic', 'sci-fi-fantasy', 'all-time-favorites', 'fantasy-sci-fi', 'teen', 'scifi-fantasy', 'sci-fi', 'science-fiction', 'home-library', 'american', 'paperback', 'unread']",13
3484,77270,"[32989, 7457, 7404, 24999, 14764, 31505, 22733, 17217, 29316, 26735, 12948, 14487, 31557]","[37, 2237, 451, 24, 20, 18, 18, 42, 25, 26, 22, 41, 16]","['ya', 'classics', 'classic', 'read-2016', 'home-library', 'unfinished', 'own-to-read', 'kindle-books', 'tbr', 'school', 'general-fiction', 'historical-fiction', 'unread']",13
3485,10468258,"[26785, 22973, 29011, 25147, 23037, 21815, 6122, 22733, 17217, 29316, 24995, 24996, 29076]","[5, 265, 34, 17, 12, 95, 5, 9, 17, 7, 11, 4, 13]","['sci-fi-fantasy', 'paranormal', 'supernatural', 'read-in-2011', 'part-of-a-series', 'nook', 'calibre', 'own-to-read', 'kindle-books', 'tbr', 'read-2013', 'read-2014', 'suspense']",13
3486,9260507,"[1128, 25147, 15048, 12680, 21773, 21689, 2277, 11503, 22944, 24995, 25822, 18054, 24993]","[6, 15, 365, 46, 31, 62, 4, 3, 4, 4, 8, 4, 7]","['5-stars', 'read-in-2011', 'humor', 'funny', 'nonfiction', 'non-fiction', 'american', 'favorite-authors', 'paperback', 'read-2013', 'reviewed', 'library-books', 'read-2012']",13
3487,5206937,"[2104, 7457, 7404, 15048, 12680, 14552, 21773, 21689, 14467, 26735, 14487, 18326, 1078]","[7, 996, 154, 205, 32, 63, 52, 199, 24, 91, 10, 12, 8]","['all-time-favorites', 'classics', 'classic', 'humor', 'funny', 'history', 'nonfiction', 'non-fiction', 'historical', 'school', 'historical-fiction', 'literary-fiction', '4-stars']",13
3488,5986375,"[2104, 7457, 1128, 25153, 24999, 24997, 25506, 21773, 21689, 2277, 11503, 24995, 24993]","[5, 4, 9, 5, 8, 8, 5, 215, 136, 29, 6, 7, 5]","['all-time-favorites', 'classics', '5-stars', 'read-in-2017', 'read-2016', 'read-2015', 'recommended', 'nonfiction', 'non-fiction', 'american', 'favorite-authors', 'read-2013', 'read-2012']",13
3489,8150317,"[1128, 11505, 22973, 29011, 1540, 25147, 23037, 21815, 6122, 22944, 29076, 18051, 1078]","[15, 6, 408, 25, 11, 27, 26, 14, 6, 25, 12, 7, 8]","['5-stars', 'favorite-books', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'part-of-a-series', 'nook', 'calibre', 'paperback', 'suspense', 'library-book', '4-stars']",13
3490,11566956,"[24997, 15048, 31505, 21773, 21689, 9484, 2277, 11221, 24995, 25822, 18054, 24993, 18051]","[11, 14, 12, 274, 400, 12, 20, 41, 12, 11, 21, 25, 16]","['read-2015', 'humor', 'unfinished', 'nonfiction', 'non-fiction', 'didn-t-finish', 'american', 'family', 'read-2013', 'reviewed', 'library-books', 'read-2012', 'library-book']",13
3491,8074967,"[1128, 11505, 22973, 29011, 24997, 21815, 22944, 24996, 25822, 29076, 18054, 18051, 1078]","[13, 10, 206, 22, 17, 9, 11, 11, 14, 9, 9, 13, 19]","['5-stars', 'favorite-books', 'paranormal', 'supernatural', 'read-2015', 'nook', 'paperback', 'read-2014', 'reviewed', 'suspense', 'library-books', 'library-book', '4-stars']",13
3492,325128,"[32989, 7457, 7404, 30358, 14764, 30672, 14552, 14467, 26735, 12948, 14487, 18326, 31557]","[29, 1525, 344, 14, 13, 12, 27, 85, 19, 14, 307, 10, 17]","['ya', 'classics', 'classic', 'thriller', 'home-library', 'to-read-fiction', 'history', 'historical', 'school', 'general-fiction', 'historical-fiction', 'literary-fiction', 'unread']",13
3493,289644,"[1128, 25147, 8067, 30672, 21815, 17217, 29316, 32099, 12948, 11221, 24995, 18054, 6750]","[3, 3, 7, 3, 5, 5, 4, 7, 4, 5, 3, 3, 29]","['5-stars', 'read-in-2011', 'contemporary-fiction', 'to-read-fiction', 'nook', 'kindle-books', 'tbr', 'want-to-read', 'general-fiction', 'family', 'read-2013', 'library-books', 'chick-lit']",13
3494,12513614,"[2104, 1128, 11505, 18640, 30358, 23037, 9638, 17217, 24995, 8517, 29076, 24993, 1078]","[52, 78, 31, 38, 34, 42, 95, 34, 50, 44, 91, 29, 32]","['all-time-favorites', '5-stars', 'favorite-books', 'love', 'thriller', 'part-of-a-series', 'dnf', 'kindle-books', 'read-2013', 'crime', 'suspense', 'read-2012', '4-stars']",13
3495,96980,"[32989, 18886, 26785, 11370, 26897, 26771, 15048, 26837, 12680, 14764, 6122, 22944, 31557]","[9, 32, 64, 37, 31, 30, 93, 22, 7, 4, 4, 8, 5]","['ya', 'magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'humor', 'science-fiction', 'funny', 'home-library', 'calibre', 'paperback', 'unread']",13
3496,330947,"[1128, 1540, 30358, 25506, 14764, 6122, 14552, 14467, 22733, 22944, 29316, 14487, 29076]","[4, 12, 4, 5, 4, 7, 75, 163, 6, 5, 4, 896, 5]","['5-stars', 'action', 'thriller', 'recommended', 'home-library', 'calibre', 'history', 'historical', 'own-to-read', 'paperback', 'tbr', 'historical-fiction', 'suspense']",13
3497,28698,"[18886, 26785, 2104, 1128, 11370, 26897, 26771, 26837, 14764, 21815, 6122, 2277, 22944]","[7, 37, 5, 3, 27, 17, 4, 7, 4, 3, 4, 4, 5]","['magic', 'sci-fi-fantasy', 'all-time-favorites', '5-stars', 'fantasy-sci-fi', 'scifi-fantasy', 'sci-fi', 'science-fiction', 'home-library', 'nook', 'calibre', 'american', 'paperback']",13
3498,11512688,"[32989, 1540, 11978, 26771, 24997, 30358, 26837, 14552, 25438, 14487, 29076, 20989, 24993]","[18, 11, 4, 2, 2, 12, 3, 3, 7, 9, 6, 3, 9]","['ya', 'action', 'finished', 'sci-fi', 'read-2015', 'thriller', 'science-fiction', 'history', 'realistic-fiction', 'historical-fiction', 'suspense', 'mystery-suspense', 'read-2012']",13
3499,12687461,"[1540, 11978, 30358, 30672, 21815, 6122, 11503, 22944, 31557, 29076, 20994, 20989, 24993]","[27, 5, 106, 3, 3, 8, 3, 3, 5, 8, 12, 4, 7]","['action', 'finished', 'thriller', 'to-read-fiction', 'nook', 'calibre', 'favorite-authors', 'paperback', 'unread', 'suspense', 'mystery-thriller', 'mystery-suspense', 'read-2012']",13
3500,43892,"[18886, 26785, 11370, 29011, 26897, 1540, 25147, 26771, 26837, 14764, 6122, 22944, 31557]","[98, 141, 76, 8, 45, 8, 8, 39, 21, 13, 18, 17, 9]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'supernatural', 'scifi-fantasy', 'action', 'read-in-2011', 'sci-fi', 'science-fiction', 'home-library', 'calibre', 'paperback', 'unread']",13
3501,11889938,"[1540, 11978, 24999, 24997, 30358, 6122, 17217, 31557, 8517, 29076, 20994, 20989, 24993]","[8, 4, 2, 3, 66, 4, 3, 2, 58, 36, 41, 13, 12]","['action', 'finished', 'read-2016', 'read-2015', 'thriller', 'calibre', 'kindle-books', 'unread', 'crime', 'suspense', 'mystery-thriller', 'mystery-suspense', 'read-2012']",13
3502,103815,"[32989, 26785, 29452, 33012, 1540, 26771, 30358, 26837, 23037, 25438, 26735, 29076, 1078]","[69, 7, 22, 8, 10, 58, 8, 113, 5, 15, 4, 12, 6]","['ya', 'sci-fi-fantasy', 'teen', 'ya-fiction', 'action', 'sci-fi', 'thriller', 'science-fiction', 'part-of-a-series', 'realistic-fiction', 'school', 'suspense', '4-stars']",13
3503,946899,"[2104, 11505, 25147, 14764, 14552, 14467, 2277, 22944, 14487, 11221, 18054, 18051, 6750]","[3, 4, 6, 3, 4, 55, 3, 3, 161, 2, 2, 2, 19]","['all-time-favorites', 'favorite-books', 'read-in-2011', 'home-library', 'history', 'historical', 'american', 'paperback', 'historical-fiction', 'family', 'library-books', 'library-book', 'chick-lit']",13
3504,22027055,"[24999, 24997, 18640, 8067, 30672, 9638, 14467, 9484, 22733, 17217, 14487, 24996, 6750]","[2, 2, 3, 7, 3, 6, 10, 9, 3, 22, 33, 8, 23]","['read-2016', 'read-2015', 'love', 'contemporary-fiction', 'to-read-fiction', 'dnf', 'historical', 'didn-t-finish', 'own-to-read', 'kindle-books', 'historical-fiction', 'read-2014', 'chick-lit']",13
3505,74270,"[32989, 18886, 26785, 11370, 26897, 1540, 25147, 26771, 26837, 9638, 14467, 22944, 25822]","[9, 80, 43, 28, 17, 15, 9, 11, 9, 10, 9, 12, 15]","['ya', 'magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'scifi-fantasy', 'action', 'read-in-2011', 'sci-fi', 'science-fiction', 'dnf', 'historical', 'paperback', 'reviewed']",13
3506,84151,"[18886, 1128, 22973, 29011, 1540, 25147, 23037, 9638, 21815, 25146, 22944, 24996, 1078]","[55, 25, 856, 94, 14, 24, 26, 16, 13, 18, 33, 13, 25]","['magic', '5-stars', 'paranormal', 'supernatural', 'action', 'read-in-2011', 'part-of-a-series', 'dnf', 'nook', 'read-in-2010', 'paperback', 'read-2014', '4-stars']",13
3507,31623,"[11978, 5180, 30358, 14764, 6122, 2277, 22733, 11503, 22944, 8517, 29076, 20994, 20989]","[6, 9, 140, 6, 6, 8, 6, 10, 9, 267, 74, 73, 58]","['finished', 'books-i-have', 'thriller', 'home-library', 'calibre', 'american', 'own-to-read', 'favorite-authors', 'paperback', 'crime', 'suspense', 'mystery-thriller', 'mystery-suspense']",13
3508,303460,"[32989, 26785, 29452, 33012, 1540, 25147, 26771, 30358, 26837, 32099, 25438, 26735, 29076]","[95, 12, 31, 10, 11, 7, 76, 9, 160, 6, 14, 9, 12]","['ya', 'sci-fi-fantasy', 'teen', 'ya-fiction', 'action', 'read-in-2011', 'sci-fi', 'thriller', 'science-fiction', 'want-to-read', 'realistic-fiction', 'school', 'suspense']",13
3509,17617277,"[2104, 1128, 11505, 18640, 23037, 21815, 17217, 22944, 24995, 24996, 25822, 6750, 1078]","[55, 97, 43, 71, 33, 30, 37, 24, 102, 29, 39, 37, 42]","['all-time-favorites', '5-stars', 'favorite-books', 'love', 'part-of-a-series', 'nook', 'kindle-books', 'paperback', 'read-2013', 'read-2014', 'reviewed', 'chick-lit', '4-stars']",13
3510,21,"[2104, 5444, 15048, 25506, 12680, 31505, 14552, 21773, 21689, 14467, 9484, 2277, 22733]","[35, 31, 340, 34, 59, 117, 3160, 1845, 1121, 150, 56, 42, 34]","['all-time-favorites', 'bookshelf', 'humor', 'recommended', 'funny', 'unfinished', 'history', 'nonfiction', 'non-fiction', 'historical', 'didn-t-finish', 'american', 'own-to-read']",13
3511,66857,"[5444, 15048, 12680, 923, 31505, 14552, 21773, 21689, 25146, 22944, 31557, 24996, 24993]","[6, 58, 23, 13, 5, 5, 97, 620, 7, 9, 5, 7, 11]","['bookshelf', 'humor', 'funny', '20th-century', 'unfinished', 'history', 'nonfiction', 'non-fiction', 'read-in-2010', 'paperback', 'unread', 'read-2014', 'read-2012']",13
3512,17792606,"[2104, 1128, 11505, 1540, 18640, 23037, 9638, 21815, 22944, 24995, 24996, 6750, 1078]","[27, 50, 24, 14, 27, 24, 43, 17, 17, 39, 29, 20, 21]","['all-time-favorites', '5-stars', 'favorite-books', 'action', 'love', 'part-of-a-series', 'dnf', 'nook', 'paperback', 'read-2013', 'read-2014', 'chick-lit', '4-stars']",13
3513,5558786,"[26785, 11370, 22973, 29011, 1540, 26771, 30358, 26837, 31505, 9638, 6122, 32099, 25822]","[23, 14, 7, 9, 11, 478, 40, 531, 12, 12, 8, 7, 7]","['sci-fi-fantasy', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'action', 'sci-fi', 'thriller', 'science-fiction', 'unfinished', 'dnf', 'calibre', 'want-to-read', 'reviewed']",13
3514,29610595,"[1128, 25153, 24999, 30358, 9638, 11503, 17217, 29316, 25822, 8517, 29076, 6750, 1078]","[26, 43, 69, 8, 46, 30, 12, 12, 11, 19, 35, 11, 15]","['5-stars', 'read-in-2017', 'read-2016', 'thriller', 'dnf', 'favorite-authors', 'kindle-books', 'tbr', 'reviewed', 'crime', 'suspense', 'chick-lit', '4-stars']",13
3515,16150996,"[2104, 1128, 11505, 18640, 30358, 23037, 9638, 24995, 24996, 8517, 29076, 20994, 20989]","[33, 28, 15, 12, 61, 18, 22, 29, 8, 14, 82, 10, 17]","['all-time-favorites', '5-stars', 'favorite-books', 'love', 'thriller', 'part-of-a-series', 'dnf', 'read-2013', 'read-2014', 'crime', 'suspense', 'mystery-thriller', 'mystery-suspense']",13
3516,7926242,"[25147, 5180, 30358, 14764, 21815, 6122, 9484, 22733, 11503, 8517, 29076, 20994, 20989]","[16, 5, 83, 4, 12, 6, 7, 5, 8, 155, 42, 43, 32]","['read-in-2011', 'books-i-have', 'thriller', 'home-library', 'nook', 'calibre', 'didn-t-finish', 'own-to-read', 'favorite-authors', 'crime', 'suspense', 'mystery-thriller', 'mystery-suspense']",13
3517,22040598,"[1128, 22973, 29011, 25153, 5444, 24999, 24997, 18640, 25506, 14764, 25822, 18054, 18051]","[8, 12, 7, 12, 5, 19, 25, 9, 5, 5, 9, 12, 7]","['5-stars', 'paranormal', 'supernatural', 'read-in-2017', 'bookshelf', 'read-2016', 'read-2015', 'love', 'recommended', 'home-library', 'reviewed', 'library-books', 'library-book']",13
3518,9418,"[25147, 11978, 18640, 15048, 8067, 12680, 23037, 25146, 25438, 12948, 24996, 6750, 1078]","[27, 18, 17, 212, 45, 106, 15, 23, 28, 29, 15, 515, 21]","['read-in-2011', 'finished', 'love', 'humor', 'contemporary-fiction', 'funny', 'part-of-a-series', 'read-in-2010', 'realistic-fiction', 'general-fiction', 'read-2014', 'chick-lit', '4-stars']",13
3519,3479967,"[7457, 25153, 5444, 8067, 14764, 30672, 14467, 5051, 29316, 12948, 14487, 18326, 11221]","[3, 6, 3, 12, 7, 7, 7, 22, 6, 9, 54, 18, 15]","['classics', 'read-in-2017', 'bookshelf', 'contemporary-fiction', 'home-library', 'to-read-fiction', 'historical', 'bookclub', 'tbr', 'general-fiction', 'historical-fiction', 'literary-fiction', 'family']",13
3520,76667,"[18886, 26785, 11370, 22973, 29011, 26897, 26771, 15048, 26837, 14764, 6122, 22944, 31557]","[18, 78, 33, 11, 11, 25, 73, 6, 59, 5, 7, 7, 7]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'paranormal', 'supernatural', 'scifi-fantasy', 'sci-fi', 'humor', 'science-fiction', 'home-library', 'calibre', 'paperback', 'unread']",13
3521,303454,"[32989, 26785, 11505, 29452, 33012, 1540, 26771, 30358, 26837, 23037, 25438, 29076, 1078]","[73, 8, 6, 22, 9, 11, 64, 9, 120, 6, 15, 7, 6]","['ya', 'sci-fi-fantasy', 'favorite-books', 'teen', 'ya-fiction', 'action', 'sci-fi', 'thriller', 'science-fiction', 'part-of-a-series', 'realistic-fiction', 'suspense', '4-stars']",13
3522,84552,"[18886, 26785, 11370, 29011, 26897, 11978, 26771, 26837, 14764, 14552, 14467, 14487, 31557]","[14, 36, 20, 5, 11, 5, 8, 7, 5, 13, 54, 131, 5]","['magic', 'sci-fi-fantasy', 'fantasy-sci-fi', 'supernatural', 'scifi-fantasy', 'finished', 'sci-fi', 'science-fiction', 'home-library', 'history', 'historical', 'historical-fiction', 'unread']",13
3523,24779,"[32989, 18886, 26785, 2104, 7457, 11370, 33012, 26897, 7404, 1540, 923, 6122, 25146]","[172, 43, 78, 14, 100, 40, 22, 36, 30, 11, 12, 9, 12]","['ya', 'magic', 'sci-fi-fantasy', 'all-time-favorites', 'classics', 'fantasy-sci-fi', 'ya-fiction', 'scifi-fantasy', 'classic', 'action', '20th-century', 'calibre', 'read-in-2010']",13
3524,26200563,"[1128, 11505, 25153, 24999, 14552, 21773, 21689, 14467, 2277, 22733, 29316, 14487, 25822]","[27, 16, 57, 68, 338, 681, 1123, 119, 19, 15, 21, 76, 13]","['5-stars', 'favorite-books', 'read-in-2017', 'read-2016', 'history', 'nonfiction', 'non-fiction', 'historical', 'american', 'own-to-read', 'tbr', 'historical-fiction', 'reviewed']",13
3525,104088,"[18886, 26785, 2104, 11370, 26897, 25153, 26837, 6122, 14467, 11503, 22944, 31557, 1078]","[23, 42, 6, 29, 22, 4, 9, 9, 6, 5, 7, 5, 5]","['magic', 'sci-fi-fantasy', 'all-time-favorites', 'fantasy-sci-fi', 'scifi-fantasy', 'read-in-2017', 'science-fiction', 'calibre', 'historical', 'favorite-authors', 'paperback', 'unread', '4-stars']",13
3526,666758,"[2104, 7457, 11505, 5444, 7404, 25506, 14764, 31505, 21773, 21689, 22944, 32099, 31557]","[4, 33, 4, 3, 6, 5, 4, 3, 36, 96, 3, 3, 3]","['all-time-favorites', 'classics', 'favorite-books', 'bookshelf', 'classic', 'recommended', 'home-library', 'unfinished', 'nonfiction', 'non-fiction', 'paperback', 'want-to-read', 'unread']",13
