goodreads_book_id,tag_id,count
890,22743,1113
890,25114,930
890,22034,790
890,2277,679
890,2313,677
890,7563,657
890,14370,644
890,12315,624
890,26740,607
890,11590,543
890,7423,512
890,240,482
890,1642,481
890,14467,460
890,30521,425
890,22753,406
890,1659,366
890,21989,355
890,923,340
890,33114,339
890,18326,324
890,20282,316
890,2312,310
890,25191,296
890,26754,296
890,12948,293
890,7417,290
890,9886,289
890,18045,286
890,24960,277
890,236,260
890,7478,256
890,10644,253
890,16563,248
890,7422,243
890,8717,237
890,25438,227
890,3885,221
890,26752,215
890,28623,215
890,9221,208
890,20774,208
890,26256,198
890,12600,193
890,18318,193
890,251,193
890,22025,191
890,20849,186
890,25761,183
890,30573,182
890,29716,178
890,4949,162
890,5090,161
890,31656,159
890,17213,156
890,30635,155
890,25167,150
890,25171,150
890,15169,149
890,2287,149
890,11505,148
890,420,146
890,31103,143
890,25152,141
890,25151,136
890,32586,136
890,25150,135
890,2104,126
890,5153,126
890,6131,125
890,3389,118
890,3392,118
890,18292,117
890,26251,116
890,22689,114
890,2271,114
890,10197,111
890,5481,110
890,22027,108
890,7472,106
890,11497,105
890,25765,101
890,6828,100
890,21656,100
890,2335,99
890,1078,99
890,254,99
890,30860,99
890,32989,98
890,25011,98
890,30590,96
900,30574,7612
900,8717,751
900,21689,418
900,24526,142
900,21773,94
900,4605,66
900,27095,64
900,11557,60
900,25630,59
900,19733,47
900,22743,40
900,11743,32
900,27111,29
900,24567,24
900,23334,23
900,19742,23
900,17213,21
900,28052,21
900,27048,21
900,9221,20
900,26138,19
900,18640,19
900,3611,18
900,18045,16
900,10197,16
900,30521,15
900,11221,15
900,28009,15
900,5207,14
900,3389,14
900,22545,14
900,10210,13
900,6122,13
900,28800,13
900,25627,13
900,3392,12
900,5090,12
900,27368,12
900,8993,12
900,15714,12
900,12805,12
900,15048,11
900,9477,11
900,1642,10
900,1416,10
900,8683,10
900,27089,9
900,4615,9
900,4594,9
900,20774,8
900,22034,8
900,3358,8
900,18130,8
900,12869,8
900,12663,8
900,27387,8
900,20849,7
900,2277,7
900,10093,7
900,25148,7
900,25506,7
900,7879,7
900,16651,7
900,3868,7
900,10644,6
900,14064,6
900,18168,6
900,4561,6
900,12680,6
900,28031,6
900,28032,6
900,24493,6
900,22753,5
900,22689,5
900,3371,5
900,8055,5
900,10094,5
900,23471,5
900,4949,5
900,9484,5
900,28751,5
900,17384,5
900,21803,5
900,20166,5
900,25546,5
900,15554,5
900,29799,5
900,23590,5
900,28017,5
900,21989,4
900,27535,4
900,5951,4
900,10316,4
900,10693,4
900,28046,4
900,20159,4
900,9507,4
900,22794,4
900,26412,4
900,21609,4
902,30574,53759
902,20939,2666
902,11557,1974
902,8717,1545
902,33114,1416
902,11743,1173
902,32989,645
902,6953,595
902,7457,427
902,19974,419
902,21457,370
902,6888,341
902,6857,318
902,5207,291
902,17124,254
902,6828,240
902,6895,239
902,22743,233
902,26735,219
902,20926,201
902,16799,167
902,6838,156
902,25438,139
902,24960,134
902,20994,128
902,4949,124
902,7404,123
902,16805,118
902,21470,117
902,18045,113
902,17129,112
902,6960,104
902,25114,103
902,19983,103
902,2104,98
902,6914,96
902,12315,86
902,21459,86
902,21474,83
902,26740,82
902,17213,81
902,33165,79
902,33012,78
902,6920,78
902,20989,75
902,29076,72
902,25765,69
902,6976,68
902,30521,67
902,21447,66
902,33023,65
902,9221,64
902,17090,60
902,22034,59
902,33124,58
902,29452,57
902,30573,57
902,22753,55
902,3389,55
902,11505,55
902,19980,53
902,11497,51
902,7484,51
902,30860,51
902,20849,50
902,1691,48
902,8055,48
902,30358,48
902,20948,48
902,11590,47
902,6829,47
902,6909,47
902,3371,46
902,10197,46
902,3676,45
902,15169,44
902,6597,44
902,25150,43
902,21472,43
902,15048,42
902,6977,40
902,3392,38
902,6949,38
902,31359,38
902,20774,36
902,22689,36
902,20957,36
902,17086,36
902,20656,36
902,3677,36
902,20824,35
902,21989,34
902,25151,34
902,6847,34
902,21473,34
902,11305,33
902,25014,33
902,1173,33
902,21464,33
902,28525,32
903,30574,8440
903,11743,280
903,33114,261
903,6953,253
903,8717,247
903,11557,183
903,20939,182
903,6888,167
903,6857,154
903,6828,134
903,32989,126
903,19974,126
903,17124,102
903,6895,97
903,11305,92
903,6838,87
903,21457,81
903,10342,75
903,25438,70
903,22743,64
903,21466,61
903,16799,60
903,5207,58
903,17129,53
903,1691,51
903,6960,46
903,6920,44
903,6914,43
903,9221,38
903,27199,37
903,26735,37
903,16805,34
903,7457,32
903,6829,32
903,14487,32
903,22034,29
903,26740,28
903,18045,27
903,12600,26
903,19983,26
903,17090,22
903,25034,21
903,25114,21
903,21024,21
903,1173,21
903,21447,21
903,6597,20
903,33012,19
903,33165,19
903,17086,19
903,21892,19
903,7484,19
903,15304,19
903,6976,18
903,19980,18
903,22753,17
903,6847,17
903,3677,17
903,20926,16
903,20849,15
903,29452,15
903,12315,15
903,6836,15
903,19867,15
903,21464,15
903,24960,14
903,5161,14
903,2427,14
903,25765,13
903,6909,13
903,6977,13
903,25033,13
903,20785,13
903,6948,13
903,33150,13
903,33124,12
903,7404,12
903,10397,12
903,25436,12
903,3371,11
903,17213,11
903,30573,11
903,8055,11
903,4949,11
903,5158,11
903,21452,11
903,8067,10
903,12614,10
903,33113,10
903,3676,10
903,16757,10
903,3885,10
903,450,10
903,2104,9
903,22689,9
903,923,9
903,5231,9
903,12611,9
903,32688,9
903,5153,9
930,30574,436097
930,11557,8385
930,11743,8127
930,14487,7195
930,8717,6341
930,26138,1785
930,14467,1748
930,5207,1567
930,22743,1343
930,16203,1288
930,7457,1197
930,11590,753
930,4949,693
930,1642,667
930,8055,551
930,22034,538
930,1659,524
930,22753,490
930,3216,490
930,14552,489
930,18367,439
930,12948,417
930,240,398
930,9886,386
930,21989,337
930,19733,314
930,30521,305
930,8067,276
930,3218,276
930,2104,274
930,9221,273
930,18045,260
930,20774,241
930,18326,240
930,6750,240
930,20849,239
930,7404,237
930,8656,226
930,236,221
930,4605,206
930,11505,205
930,19742,200
930,21689,197
930,15169,185
930,5051,174
930,3389,167
930,32686,167
930,11497,166
930,16205,166
930,12905,162
930,22689,161
930,251,159
930,27535,158
930,20824,157
930,923,153
930,14527,133
930,20570,132
930,5090,131
930,32586,128
930,17213,127
930,20547,125
930,11491,123
930,24960,119
930,20288,119
930,2277,118
930,3392,117
930,7852,116
930,1128,115
930,11978,109
930,11780,106
930,8683,106
930,5481,105
930,10644,99
930,22545,99
930,3371,96
930,11574,95
930,22352,92
930,28525,91
930,18640,90
930,2313,87
930,254,86
930,25506,86
930,5036,86
930,32917,85
930,30573,83
930,18318,83
930,1078,81
930,1416,81
930,25438,80
930,20731,80
930,23993,80
930,32130,79
930,14370,78
930,617,78
930,14461,77
930,3232,76
930,4959,75
930,11595,74
930,14064,73
930,20282,73
952,30574,1252
952,23005,250
952,21689,98
952,8717,81
952,7077,61
952,21773,42
952,25630,39
952,6857,32
952,27095,23
952,24526,23
952,18045,22
952,7145,19
952,10304,16
952,11557,15
952,9221,14
952,11221,14
952,23013,14
952,17213,13
952,30521,13
952,20508,13
952,9484,12
952,11166,12
952,8354,12
952,5207,11
952,3389,11
952,22689,11
952,3371,11
952,15626,11
952,19316,11
952,23334,10
952,18640,9
952,25647,9
952,7159,9
952,17124,8
952,3392,8
952,1642,8
952,28341,8
952,7154,8
952,22743,7
952,25152,7
952,3379,7
952,23343,7
952,7156,7
952,30773,7
952,3377,6
952,31505,6
952,7203,6
952,1668,6
952,19322,6
952,23004,6
952,12847,6
952,14764,5
952,27111,5
952,30755,5
952,27077,5
952,27089,5
952,15624,5
952,10316,5
952,9477,5
952,25145,5
952,7094,5
952,14782,5
952,23021,5
952,20774,4
952,20849,4
952,5090,4
952,32586,4
952,3358,4
952,24999,4
952,25000,4
952,30756,4
952,1416,4
952,23040,4
952,14752,4
952,23323,4
952,21374,4
952,1669,4
952,25685,4
952,7879,4
952,4433,4
952,25628,4
952,895,4
952,24493,4
952,6798,4
952,20363,4
952,21724,4
952,6593,4
952,22753,3
952,5444,3
952,14779,3
952,25562,3
952,21739,3
952,29316,3
952,831,3
952,29388,3
952,33655,3
952,20351,3
952,20737,3
952,830,3
952,17155,3
960,30574,26678
960,11743,9364
960,20939,5740
960,11557,5077
960,30358,4563
960,8865,1937
960,22743,1714
960,5207,1712
960,29076,1274
960,27199,1024
960,1691,973
960,20994,965
960,14487,822
960,8517,820
960,9221,736
960,1642,661
960,30386,632
960,22753,605
960,8717,573
960,8055,532
960,1659,486
960,25647,460
960,20989,387
960,21989,378
960,11590,373
960,20774,373
960,12948,371
960,11305,322
960,1540,307
960,18045,272
960,20926,270
960,8067,263
960,20849,257
960,15169,246
960,14467,240
960,8020,237
960,1542,232
960,29083,217
960,26026,216
960,5090,198
960,10644,193
960,30521,193
960,8533,191
960,14552,174
960,8545,169
960,5481,165
960,30373,165
960,27535,162
960,9886,161
960,15924,161
960,26837,155
960,3389,153
960,18367,153
960,5842,153
960,17213,148
960,11978,147
960,3392,146
960,22689,144
960,10197,139
960,11497,138
960,20957,137
960,2277,134
960,22545,127
960,30381,123
960,26771,122
960,20288,117
960,5838,115
960,9336,112
960,2313,109
960,2104,108
960,4949,108
960,25685,108
960,10210,106
960,22944,105
960,20570,105
960,11505,98
960,20662,97
960,3371,95
960,23993,94
960,615,93
960,5444,93
960,24960,92
960,33777,90
960,7457,87
960,26138,87
960,21003,86
960,20205,86
960,32586,85
960,617,85
960,1128,84
960,14064,83
960,1416,83
960,25106,83
960,2938,80
960,11574,79
960,14764,78
960,20547,78
960,23349,76
960,25438,74
960,20279,73
968,11743,13725
968,8717,9968
968,11557,6024
968,30358,5358
968,30574,5231
968,5207,2283
968,22743,2235
968,8865,2013
968,29076,1507
968,14487,1379
968,1691,1244
968,20994,1160
968,22034,1018
968,27199,1011
968,9221,938
968,1642,923
968,8055,786
968,22753,776
968,1659,725
968,30386,707
968,25647,672
968,21989,623
968,12948,535
968,11590,490
968,20774,486
968,20989,480
968,20926,408
968,8067,391
968,11305,379
968,14467,379
968,20849,352
968,4949,337
968,1540,333
968,14552,324
968,18045,323
968,15169,312
968,8020,285
968,18367,264
968,17213,261
968,5090,260
968,1542,258
968,2938,242
968,10644,241
968,2277,239
968,8533,235
968,26026,234
968,26256,233
968,29083,232
968,7457,227
968,5481,225
968,11978,218
968,27535,212
968,22689,204
968,9886,202
968,3389,196
968,30373,194
968,9336,183
968,20957,180
968,11497,179
968,30521,172
968,22545,171
968,12452,171
968,33777,169
968,611,167
968,20288,166
968,5842,164
968,23993,162
968,10197,157
968,30381,156
968,617,155
968,3392,145
968,2313,139
968,20547,139
968,20570,139
968,26251,134
968,10210,133
968,615,132
968,24960,131
968,2104,131
968,5838,129
968,11505,128
968,20939,121
968,941,119
968,20824,117
968,3371,117
968,25438,117
968,26138,115
968,14064,115
968,8527,115
968,5444,110
968,14764,108
968,25106,108
968,20781,104
968,21003,103
968,1128,102
968,1416,102
968,5036,102
968,26837,101
968,26246,100
968,25685,100
976,30574,18861
976,11743,3201
976,30358,2273
976,20939,1594
976,8865,1372
976,11557,859
976,22743,693
976,5207,573
976,29076,556
976,8717,482
976,9221,452
976,1691,384
976,20994,384
976,30386,317
976,8517,297
976,26837,288
976,22034,253
976,26771,243
976,22753,237
976,1540,192
976,21989,155
976,20774,154
976,1642,149
976,20989,138
976,8055,137
976,1659,128
976,18045,119
976,1542,119
976,5842,105
976,20849,104
976,12948,100
976,8020,92
976,10644,91
976,15169,81
976,29083,81
976,30373,80
976,17213,75
976,11590,73
976,10210,72
976,10197,70
976,5838,70
976,8067,69
976,8533,68
976,20926,68
976,8545,65
976,5090,64
976,3389,62
976,2277,62
976,3392,61
976,9886,58
976,22689,54
976,33777,53
976,11305,52
976,22944,52
976,12940,51
976,11978,51
976,30521,50
976,3371,48
976,20957,48
976,23909,47
976,9336,46
976,5481,46
976,30381,46
976,14064,44
976,2876,44
976,21003,43
976,26816,43
976,615,42
976,14764,40
976,32586,40
976,1554,40
976,22545,39
976,18367,39
976,2313,38
976,20991,38
976,26138,37
976,33724,36
976,8019,36
976,27535,34
976,617,34
976,14487,33
976,10093,33
976,5180,33
976,5444,32
976,23931,32
976,14752,32
976,3379,31
976,10094,30
976,28525,30
976,24246,30
976,11497,29
976,26894,29
976,15392,29
976,5332,29
976,26890,29
976,25606,29
976,29431,28
976,21128,28
976,4949,27
976,10379,27
998,30574,37679
998,8717,2198
998,21689,602
998,11937,536
998,5951,513
998,23339,244
998,21773,221
998,27095,184
998,20376,156
998,11949,140
998,10245,107
998,15758,102
998,11557,100
998,11948,79
998,27111,71
998,23334,62
998,22743,52
998,3389,48
998,23353,48
998,32262,36
998,24526,33
998,18045,32
998,5979,31
998,5207,29
998,3371,29
998,17213,28
998,15763,27
998,27089,25
998,5963,25
998,23343,24
998,9221,21
998,3392,20
998,30521,20
998,22753,19
998,10197,17
998,28904,17
998,28052,15
998,27535,14
998,25562,14
998,24960,13
998,30755,13
998,20731,13
998,20774,12
998,30756,12
998,10700,12
998,23323,12
998,20849,11
998,25152,11
998,1416,11
998,30620,11
998,11940,11
998,25151,10
998,14764,10
998,14927,10
998,31505,10
998,20520,10
998,17780,10
998,9375,10
998,23793,10
998,32586,9
998,3379,9
998,24997,9
998,18130,9
998,11959,9
998,10250,9
998,25153,8
998,3358,8
998,3377,8
998,18168,8
998,27077,8
998,21739,8
998,9477,8
998,5971,8
998,11941,8
998,30675,8
998,11943,8
998,22545,7
998,10210,7
998,15626,7
998,23471,7
998,25506,7
998,15339,7
998,9484,7
998,10316,7
998,26816,7
998,1668,7
998,28031,7
998,11954,7
998,5986,7
998,20383,7
998,20781,6
998,25149,6
998,24999,6
998,19524,6
998,805,6
998,21803,6
998,20159,6
998,13744,6
998,11957,6
998,20092,6
1005,30574,816
1005,23334,376
1005,11937,279
1005,8717,234
1005,21773,153
1005,27089,147
1005,27095,101
1005,28904,101
1005,5951,99
1005,11557,82
1005,23343,82
1005,5207,81
1005,23339,77
1005,20520,75
1005,7457,70
1005,30521,69
1005,5963,67
1005,10700,66
1005,17780,66
1005,9221,64
1005,15626,61
1005,11949,59
1005,3389,53
1005,21689,49
1005,27111,48
1005,24401,47
1005,20774,44
1005,15758,43
1005,20519,42
1005,22753,41
1005,3392,40
1005,32262,39
1005,20849,38
1005,20731,37
1005,27077,34
1005,3358,33
1005,10245,31
1005,18130,30
1005,15624,28
1005,10698,27
1005,30289,25
1005,30620,25
1005,5979,25
1005,25506,24
1005,31505,24
1005,134,23
1005,9375,23
1005,15763,23
1005,6262,22
1005,20376,21
1005,10210,20
1005,1416,20
1005,22330,20
1005,19039,20
1005,18168,19
1005,30755,19
1005,11497,18
1005,15339,18
1005,32586,17
1005,4670,17
1005,24662,17
1005,23323,17
1005,11590,16
1005,10644,16
1005,30573,16
1005,9484,16
1005,10316,16
1005,17726,16
1005,28384,15
1005,27098,15
1005,20124,15
1005,22743,14
1005,28341,14
1005,25011,13
1005,3379,13
1005,19524,13
1005,23349,13
1005,32766,13
1005,6005,13
1005,25765,12
1005,22545,12
1005,19294,12
1005,27123,12
1005,9477,11
1005,7921,11
1005,30590,11
1005,5965,11
1005,24410,11
1005,10304,11
1005,15169,10
1005,25153,10
1005,5510,10
1005,21487,10
1005,30756,10
1005,12869,10
1005,23169,10
1005,30860,10
1005,6013,10
1005,17384,10
1005,21374,10
1032,30574,2216
1032,8717,441
1032,5951,222
1032,21689,94
1032,4605,89
1032,21773,36
1032,23931,27
1032,25419,22
1032,3611,18
1032,27095,17
1032,11937,16
1032,10700,15
1032,22743,14
1032,17780,14
1032,27111,13
1032,19733,13
1032,4594,13
1032,23375,11
1032,5207,10
1032,9221,10
1032,20849,10
1032,11557,9
1032,30521,9
1032,10245,9
1032,5979,9
1032,3392,8
1032,4615,8
1032,19039,8
1032,18045,7
1032,14552,7
1032,5963,7
1032,26498,7
1032,31274,7
1032,17213,6
1032,4611,6
1032,20376,6
1032,10644,5
1032,25152,5
1032,23334,5
1032,6262,5
1032,24526,5
1032,19742,5
1032,28904,5
1032,15758,5
1032,26922,5
1032,21297,5
1032,15626,4
1032,24999,4
1032,23471,4
1032,4561,4
1032,4587,4
1032,23256,4
1032,32262,4
1032,10698,4
1032,24662,4
1032,19294,4
1032,24246,4
1032,21966,4
1032,3389,3
1032,10197,3
1032,14064,3
1032,18054,3
1032,923,3
1032,19524,3
1032,25506,3
1032,27089,3
1032,20731,3
1032,23909,3
1032,19738,3
1032,3608,3
1032,9477,3
1032,6122,3
1032,11949,3
1032,4670,3
1032,23323,3
1032,10304,3
1032,17384,3
1032,473,3
1032,27510,3
1032,5901,3
1032,5960,3
1032,5954,3
1032,5995,3
1032,11,3
1032,25153,2
1032,31656,2
1032,3379,2
1032,25000,2
1032,4634,2
1032,134,2
1032,31528,2
1032,12663,2
1032,894,2
1032,6016,2
1032,5342,2
1032,30581,2
1032,7879,2
1032,31001,2
1032,32943,2
1032,26923,2
1052,30574,41683
1052,8717,2144
1052,5951,496
1052,11937,424
1052,21689,287
1052,27095,262
1052,11557,197
1052,23339,140
1052,20376,119
1052,23334,108
1052,11743,101
1052,27111,100
1052,11949,99
1052,10245,93
1052,15758,91
1052,21773,88
1052,7457,63
1052,22743,59
1052,11948,54
1052,5207,51
1052,23471,50
1052,27089,45
1052,30521,42
1052,32262,36
1052,28904,33
1052,20774,28
1052,24526,28
1052,23343,27
1052,5979,27
1052,20520,26
1052,15763,26
1052,10700,25
1052,9221,24
1052,5963,24
1052,3389,22
1052,15626,20
1052,22753,19
1052,18045,19
1052,3392,18
1052,20849,18
1052,25506,17
1052,17213,16
1052,14552,15
1052,3358,14
1052,20731,14
1052,10256,14
1052,11590,12
1052,4949,12
1052,3371,11
1052,3379,11
1052,15624,11
1052,24960,10
1052,11497,10
1052,32586,10
1052,7404,10
1052,1416,10
1052,28341,10
1052,25419,10
1052,17780,9
1052,30620,9
1052,9375,9
1052,4670,9
1052,24662,9
1052,23323,9
1052,33655,9
1052,5971,9
1052,10197,8
1052,25153,8
1052,14487,8
1052,6262,8
1052,20519,8
1052,13744,8
1052,11959,8
1052,10250,8
1052,33523,8
1052,11957,8
1052,10644,7
1052,27535,7
1052,25150,7
1052,18130,7
1052,27077,7
1052,30756,7
1052,15339,7
1052,32099,7
1052,10304,7
1052,894,7
1052,33650,7
1052,11944,7
1052,32582,7
1052,18139,7
1052,10236,7
1052,24999,6
1052,23349,6
1052,831,6
1052,10698,6
1052,134,6
1052,14368,6
1052,11941,6
1052,11954,6
1052,30675,6
1067,30574,114474
1067,14552,4413
1067,8717,3394
1067,21689,1886
1067,21773,806
1067,2305,565
1067,11557,344
1067,14467,334
1067,22743,233
1067,2323,223
1067,32130,209
1067,5207,208
1067,20047,127
1067,3389,125
1067,25830,124
1067,31647,114
1067,4605,104
1067,14487,103
1067,4949,103
1067,23931,103
1067,3392,102
1067,3371,95
1067,22753,89
1067,9221,84
1067,14557,80
1067,2277,77
1067,20054,73
1067,18045,67
1067,3358,64
1067,14520,59
1067,14572,57
1067,2271,54
1067,25826,54
1067,3377,51
1067,9051,51
1067,20849,50
1067,17213,45
1067,11743,44
1067,3379,38
1067,30521,37
1067,25829,37
1067,22689,35
1067,30755,35
1067,1416,35
1067,14521,35
1067,20774,34
1067,31656,34
1067,1642,34
1067,30756,34
1067,21712,34
1067,392,33
1067,23909,32
1067,31414,32
1067,9484,31
1067,24246,29
1067,10197,28
1067,26735,28
1067,19577,27
1067,7457,25
1067,9477,25
1067,31528,25
1067,32586,24
1067,30693,24
1067,14622,24
1067,14612,24
1067,21739,23
1067,14601,23
1067,21788,23
1067,360,23
1067,23290,23
1067,25152,22
1067,10210,22
1067,31505,22
1067,28601,22
1067,12428,22
1067,14764,21
1067,4594,21
1067,14573,21
1067,31526,21
1067,27535,20
1067,5444,20
1067,12940,20
1067,23349,19
1067,31410,19
1067,359,19
1067,358,19
1067,14064,18
1067,5051,18
1067,22733,18
1067,13076,18
1067,1669,17
1067,617,17
1067,15392,17
1067,21685,17
1067,14602,17
1067,15169,16
1067,4985,16
1067,6122,16
1067,14625,16
1067,21766,15
1078,30574,1413
1078,7009,694
1078,4949,421
1078,18367,349
1078,22743,295
1078,24609,294
1078,5207,287
1078,3216,252
1078,22034,206
1078,24624,195
1078,26735,151
1078,8717,137
1078,1659,123
1078,7423,118
1078,21989,113
1078,3389,112
1078,7563,104
1078,3371,102
1078,1642,97
1078,22753,96
1078,27199,93
1078,18045,90
1078,3392,88
1078,3218,85
1078,9221,83
1078,5051,74
1078,24632,74
1078,2313,73
1078,22456,73
1078,923,70
1078,22449,70
1078,25114,69
1078,21662,69
1078,30521,67
1078,2277,65
1078,12948,61
1078,21656,61
1078,17213,60
1078,11221,58
1078,7417,58
1078,23189,58
1078,4985,55
1078,2104,54
1078,8656,53
1078,20849,51
1078,7016,51
1078,24639,51
1078,26740,50
1078,11505,49
1078,22689,48
1078,12315,48
1078,7422,48
1078,24642,48
1078,15169,47
1078,11743,45
1078,30573,45
1078,22451,45
1078,24615,45
1078,27535,44
1078,7478,44
1078,11590,43
1078,22465,43
1078,3358,42
1078,3379,41
1078,20282,41
1078,4959,40
1078,18318,39
1078,3377,39
1078,9886,36
1078,24960,35
1078,21660,35
1078,32686,35
1078,3677,35
1078,11497,34
1078,1416,33
1078,20824,32
1078,8683,32
1078,33114,31
1078,30672,31
1078,25191,31
1078,11780,31
1078,11644,31
1078,11557,30
1078,2312,30
1078,11643,30
1078,10644,29
1078,5481,29
1078,11765,29
1078,20774,28
1078,32586,28
1078,420,27
1078,11978,26
1078,3231,26
1078,7023,26
1078,10155,26
1078,25011,25
1078,30635,24
1078,3232,24
1078,206,24
1078,24626,23
1097,30574,90506
1097,21689,3640
1097,21773,1548
1097,8717,1507
1097,12175,1229
1097,14134,416
1097,11557,302
1097,28052,273
1097,23931,231
1097,5207,205
1097,22743,192
1097,14552,169
1097,26816,135
1097,26735,102
1097,10245,97
1097,8683,97
1097,22098,94
1097,5951,88
1097,1642,73
1097,9221,69
1097,4949,64
1097,16651,64
1097,22753,62
1097,18045,62
1097,28046,55
1097,17213,53
1097,23909,50
1097,28031,50
1097,12255,46
1097,12186,45
1097,25114,44
1097,30521,43
1097,28024,43
1097,8209,43
1097,22689,38
1097,8706,38
1097,12200,37
1097,28014,37
1097,10708,37
1097,26740,36
1097,14370,36
1097,21685,36
1097,20849,34
1097,12315,34
1097,12239,34
1097,3389,33
1097,2271,33
1097,12252,33
1097,30755,32
1097,1416,32
1097,12243,32
1097,8705,31
1097,2277,30
1097,32586,30
1097,21766,30
1097,1668,30
1097,8680,30
1097,12208,29
1097,12213,29
1097,1669,28
1097,12238,28
1097,30756,27
1097,21739,27
1097,20774,26
1097,23970,26
1097,12182,25
1097,3392,24
1097,10197,24
1097,24526,24
1097,9477,24
1097,15169,22
1097,603,22
1097,25562,21
1097,31505,21
1097,7668,21
1097,11743,20
1097,9484,20
1097,11978,20
1097,21374,20
1097,9493,20
1097,28032,19
1097,12955,19
1097,8055,18
1097,22733,18
1097,30339,18
1097,15569,18
1097,8664,18
1097,11432,18
1097,14143,18
1097,12229,18
1097,12954,17
1097,10316,17
1097,14151,17
1097,8039,17
1097,14160,17
1097,29089,17
1097,22545,16
1097,14764,16
1097,12230,16
1097,12193,16
1103,30574,136892
1103,14487,3432
1103,11743,2442
1103,8717,1876
1103,11557,1720
1103,4949,1526
1103,7009,764
1103,14467,600
1103,3216,345
1103,5207,335
1103,5051,307
1103,22743,247
1103,1642,231
1103,1659,223
1103,3218,198
1103,12600,181
1103,4959,175
1103,22034,155
1103,32686,148
1103,6750,128
1103,4985,127
1103,18045,125
1103,8656,119
1103,14552,112
1103,17213,104
1103,3371,100
1103,4968,99
1103,18367,97
1103,3389,96
1103,18271,95
1103,22753,94
1103,21989,85
1103,3392,83
1103,30521,78
1103,12948,76
1103,7016,76
1103,27535,75
1103,8067,74
1103,3232,74
1103,18326,71
1103,8055,69
1103,7852,69
1103,9886,68
1103,25147,68
1103,7023,61
1103,11590,58
1103,11505,58
1103,20849,55
1103,3231,55
1103,10197,54
1103,8683,54
1103,11780,53
1103,20824,51
1103,2104,50
1103,509,50
1103,15169,49
1103,14539,48
1103,22689,47
1103,32586,47
1103,11978,47
1103,26138,46
1103,11497,45
1103,10210,45
1103,25148,44
1103,20622,43
1103,11221,42
1103,3228,42
1103,20774,41
1103,3379,41
1103,1416,41
1103,30672,40
1103,25150,35
1103,26735,35
1103,9221,34
1103,2928,34
1103,18318,33
1103,25149,33
1103,25506,33
1103,9484,33
1103,4965,33
1103,32099,32
1103,14461,32
1103,25146,32
1103,3225,32
1103,12280,32
1103,4958,31
1103,4967,31
1103,25145,30
1103,25144,30
1103,4971,29
1103,9477,29
1103,25630,29
1103,1128,28
1103,3377,28
1103,15698,28
1103,33114,27
1103,14764,27
1103,11643,27
1103,11644,27
1103,12283,27
1110,30574,3160
1110,16518,683
1110,30358,375
1110,20939,300
1110,8717,249
1110,13720,226
1110,9221,223
1110,22743,197
1110,11743,191
1110,5207,159
1110,17863,145
1110,29076,120
1110,8517,103
1110,17857,89
1110,11557,78
1110,13723,75
1110,20994,66
1110,30386,63
1110,22753,56
1110,22034,51
1110,3389,48
1110,18045,48
1110,15924,47
1110,20849,46
1110,615,45
1110,10866,44
1110,17721,43
1110,17864,42
1110,20989,41
1110,1659,33
1110,21989,32
1110,15169,31
1110,3371,31
1110,20926,31
1110,10210,29
1110,3379,29
1110,10197,28
1110,17860,28
1110,12948,27
1110,1642,26
1110,3392,25
1110,20774,24
1110,9886,23
1110,20656,23
1110,10644,22
1110,14064,22
1110,617,22
1110,17213,21
1110,8055,21
1110,8527,20
1110,14821,20
1110,14764,19
1110,8067,18
1110,5180,18
1110,23002,18
1110,11005,18
1110,5090,17
1110,28751,17
1110,22944,17
1110,8545,17
1110,3338,17
1110,29083,16
1110,2338,16
1110,15736,16
1110,22689,15
1110,10094,15
1110,20957,15
1110,31557,15
1110,1691,14
1110,18284,14
1110,1540,14
1110,11978,14
1110,2277,13
1110,11503,13
1110,6122,13
1110,23349,13
1110,14752,13
1110,10093,12
1110,30381,12
1110,27535,11
1110,8533,11
1110,3377,11
1110,3358,10
1110,21003,10
1110,23931,10
1110,5481,10
1110,28466,10
1110,30373,10
1110,23993,10
1110,25150,9
1110,32586,9
1110,21001,9
1110,30766,9
1110,21953,9
1110,23928,9
1110,30521,8
1110,22545,8
1110,24999,8
1110,12724,8
1110,30369,8
1171,30574,13446
1171,8717,835
1171,5951,280
1171,11937,243
1171,21689,238
1171,11557,144
1171,14552,113
1171,10245,108
1171,4605,85
1171,21773,80
1171,22743,75
1171,15758,43
1171,11743,42
1171,17213,37
1171,30521,35
1171,32048,33
1171,20376,31
1171,31087,30
1171,19733,28
1171,5979,28
1171,18045,24
1171,5971,23
1171,5207,22
1171,22753,22
1171,9221,22
1171,1416,22
1171,11949,22
1171,19907,22
1171,10248,20
1171,23931,19
1171,11943,19
1171,3611,16
1171,15763,16
1171,20849,15
1171,2277,13
1171,32586,13
1171,31505,13
1171,30620,13
1171,15764,13
1171,30755,12
1171,4615,12
1171,16651,12
1171,10256,12
1171,10250,12
1171,10197,11
1171,12680,11
1171,8706,11
1171,5954,11
1171,10246,11
1171,17245,11
1171,27535,10
1171,12940,10
1171,19742,10
1171,17780,10
1171,8683,10
1171,19305,10
1171,20774,9
1171,22545,9
1171,30756,9
1171,21739,9
1171,473,9
1171,11938,9
1171,3392,8
1171,5090,8
1171,10210,8
1171,15048,8
1171,4949,8
1171,4594,8
1171,4670,8
1171,6013,8
1171,15767,8
1171,11953,8
1171,11956,8
1171,4898,8
1171,10644,7
1171,3371,7
1171,25150,7
